n abs rel number
5 3,935e+03 7,155e+01 1,066e+02
55 5,732e+04 1,006e+00 1,030e+03
105 4,236e+05 1,082e+00 8,867e+03
155 1,250e+06 9,977e-01 8,285e+04
205 1,162e+07 4,016e+00 1,790e+09
255 5,577e+06 1,003e+00 1,377e+05
305 9,547e+06 1,005e+00 4,204e+05
355 1,496e+07 9,993e-01 6,832e+02
405 2,219e+07 9,986e-01 1,043e+03
455 3,457e+07 1,097e+00 2,474e+04
505 4,302e+07 9,992e-01 9,644e+01
555 5,707e+07 9,988e-01 3,606e+02
605 7,393e+07 9,991e-01 8,748e+02
655 2,787e+09 2,969e+01 1,181e+10
705 1,171e+08 1,000e+00 1,896e+03
755 1,457e+08 1,014e+00 3,568e+05
805 1,768e+08 1,015e+00 5,102e+03
855 2,501e+08 1,198e+00 4,361e+04
905 2,607e+08 1,053e+00 5,017e+05
955 2,917e+08 1,003e+00 3,707e+03
980 3,356e+08 1,068e+00 8,922e+03
