k abs rel cond
0 2,884e-27 7,490e-30 1,721e-29
1 7,815e-25 2,030e-27 4,733e-27
2 1,044e-23 2,711e-26 6,333e-26
3 3,518e-20 9,138e-23 2,135e-22
4 2,322e-18 6,032e-21 1,409e-20
5 6,957e-16 1,807e-18 4,221e-18
6 1,374e-14 3,569e-17 8,338e-17
7 5,917e-12 1,537e-14 3,590e-14
8 7,730e-13 2,008e-15 4,690e-15
9 7,223e-09 1,876e-11 4,383e-11
10 1,279e-05 3,321e-08 7,762e-08
11 5,807e-05 1,508e-07 3,521e-07
12 1,951e-03 5,067e-06 1,179e-05
13 4,803e+00 1,248e-02 3,575e-02
14 9,972e+01 2,590e-01 1,945e-01
15 6,400e+02 1,662e+00 1,573e+00
16 6,400e+02 1,662e+00 1,573e+00
17 6,400e+02 1,662e+00 1,573e+00
18 6,400e+02 1,662e+00 1,573e+00
19 6,400e+02 1,662e+00 1,573e+00
