k abs rel cond
0 3,742e-17 8,954e-25 9,486e-21
1 2,464e-19 5,896e-27 6,246e-23
2 4,012e-14 9,600e-22 1,017e-17
3 3,716e-11 8,891e-19 9,418e-15
4 2,283e-10 5,463e-18 5,787e-14
5 1,166e-07 2,790e-15 2,955e-11
6 2,417e-06 5,782e-14 6,125e-10
7 7,869e-04 1,883e-11 1,994e-07
8 1,751e-01 4,189e-09 4,438e-05
9 9,386e-01 2,246e-08 2,380e-04
10 1,467e+03 3,509e-05 3,678e-01
11 3,096e+05 7,407e-03 6,700e+01
12 6,733e+05 1,611e-02 1,348e+02
13 6,208e+07 1,485e+00 5,800e+03
14 5,205e+07 1,245e+00 3,991e+03
15 2,319e+07 5,549e-01 1,450e+03
16 2,319e+07 5,549e-01 1,450e+03
17 2,319e+07 5,549e-01 1,450e+03
18 2,319e+07 5,549e-01 1,450e+03
19 2,319e+07 5,549e-01 1,450e+03
