k abs rel cond
0 1,675e-21 4,952e-27 4,389e-25
1 5,764e-19 1,703e-24 1,510e-22
2 7,783e-18 2,300e-23 2,039e-21
3 1,377e-14 4,071e-20 3,608e-18
4 9,523e-13 2,815e-18 2,494e-16
5 1,101e-10 3,253e-16 2,883e-14
6 2,589e-09 7,651e-15 6,780e-13
7 2,546e-06 7,525e-12 6,669e-10
8 7,976e-05 2,357e-10 2,089e-08
9 1,165e-02 3,443e-08 3,052e-06
10 1,084e+00 3,204e-06 2,829e-04
11 1,376e+03 4,068e-03 4,093e-01
12 2,063e+04 6,098e-02 3,070e+00
13 4,723e+06 1,396e+01 1,251e+04
14 6,241e+07 1,845e+02 4,088e+06
15 6,241e+07 1,845e+02 4,088e+06
16 6,241e+07 1,845e+02 4,088e+06
17 6,241e+07 1,845e+02 4,088e+06
18 6,241e+07 1,845e+02 4,088e+06
19 6,241e+07 1,845e+02 4,088e+06
