n iter abs rel cond
10 10 1,164e-29 3,022e-32 1,125e-63
16 15 6,032e-14 4,032e-17 1,150e-32
26 19 1,867e-13 3,011e-17 4,189e-32
42 24 1,472e-13 5,753e-18 4,747e-33
69 27 7,172e-13 6,409e-18 1,927e-32
113 34 1,180e-12 2,422e-18 9,496e-33
186 46 2,689e-13 1,244e-19 9,643e-35
306 63 3,042e-12 3,170e-19 1,475e-33
504 95 1,600e-12 3,738e-20 5,754e-35
830 145 9,291e-12 4,866e-20 2,784e-34
1368 227 4,026e-12 4,713e-21 7,613e-36
2255 360 3,471e-11 9,076e-21 7,525e-35
3717 581 4,473e-11 2,612e-21 8,050e-36
6128 958 6,300e-11 8,211e-22 2,253e-36
10103 1567 4,152e-10 1,208e-21 1,005e-35
16657 2579 1,088e-09 7,062e-22 4,966e-36
27462 4240 3,139e-09 4,547e-22 2,765e-36
45277 7011 1,214e-08 3,922e-22 2,731e-36
74649 11524 2,537e-08 1,829e-22 1,487e-36
100000 17573 2,832e-08 8,495e-23 5,691e-37
